order_id,customer_id,restaurant_id,order_date,order_time,delivery_status,total_amount,prep_time,delivery_time,rider_id
5517,242,7,2022-10-03,21:49,delivered,4626,19,40,20.0
5518,374,12,2022-10-03,16:26,delivered,2757,27,45,13.0
5519,417,15,2022-10-03,14:43,delivered,4768,37,57,
5520,293,17,2022-10-03,17:14,delivered,5411,33,49,
5521,3,8,2022-10-04,18:43,delivered,4436,23,33,1.0
5522,247,11,2022-10-04,16:21,delivered,5219,39,30,
5523,219,11,2022-10-04,10:30,delivered,2977,33,32,46.0
5524,93,15,2022-10-04,16:36,delivered,2582,36,35,50.0
5525,441,18,2022-10-04,21:17,delivered,4398,31,37,12.0
5526,399,20,2022-10-04,18:05,delivered,2779,37,40,23.0
5527,103,8,2022-10-04,13:34,delivered,5138,24,58,
5528,205,19,2022-10-04,17:17,delivered,5870,19,44,28.0
5529,133,19,2022-10-04,18:16,delivered,2210,18,36,21.0
5530,154,7,2022-10-04,17:53,delivered,4853,28,51,
5531,147,20,2022-10-04,20:53,delivered,3596,21,51,
5532,150,17,2022-10-04,20:46,delivered,5750,29,49,3.0
5533,107,12,2022-10-04,19:10,delivered,4495,25,46,27.0
5534,36,2,2022-10-04,16:35,delivered,5917,19,40,41.0
5535,411,12,2022-10-04,19:28,delivered,3541,26,46,
5536,371,10,2022-10-04,11:43,delivered,3227,21,52,47.0
5537,82,3,2022-10-04,13:30,delivered,2964,34,30,32.0
5538,211,1,2022-10-04,16:59,delivered,2825,36,39,47.0
5539,51,10,2022-10-04,19:25,delivered,5103,24,31,50.0
5540,12,8,2022-10-04,16:13,delivered,3569,31,59,27.0
5541,8,1,2022-10-05,12:46,delivered,2080,39,56,6.0
5542,238,3,2022-10-05,19:58,delivered,3905,36,36,
5543,116,15,2022-10-05,15:59,delivered,3186,32,34,
5544,286,20,2022-10-05,15:02,delivered,2543,22,53,25.0
5545,434,15,2022-10-05,16:45,delivered,5663,17,48,
5546,89,15,2022-10-05,12:07,delivered,4593,39,58,
5547,339,11,2022-10-05,11:12,delivered,4221,26,41,49.0
5548,437,8,2022-10-05,11:39,delivered,3046,19,52,15.0
5549,155,10,2022-10-05,13:03,delivered,5271,20,39,34.0
5550,47,18,2022-10-05,14:53,delivered,2423,34,56,25.0
5551,151,20,2022-10-05,10:50,delivered,3121,26,36,27.0
5552,197,12,2022-10-05,10:36,delivered,2801,18,48,
5553,378,10,2022-10-05,20:27,delivered,2961,38,38,6.0
5554,351,9,2022-10-05,13:16,delivered,5290,23,54,21.0
5555,72,5,2022-10-05,14:25,delivered,2197,30,54,
5556,137,7,2022-10-05,20:14,delivered,5735,19,30,
5557,413,14,2022-10-05,13:56,delivered,5245,25,52,38.0
5558,138,2,2022-10-05,18:03,delivered,5379,24,56,4.0
5559,18,12,2022-10-05,12:22,delivered,4667,39,43,33.0
5560,37,4,2022-10-05,11:28,delivered,3643,30,57,
5561,7,9,2022-10-06,19:36,delivered,5610,35,57,38.0
5562,43,19,2022-10-06,16:12,delivered,3644,35,33,
5563,447,18,2022-10-06,18:24,delivered,3148,23,52,
5564,141,5,2022-10-06,19:11,delivered,3528,15,42,
5565,341,17,2022-10-06,19:59,delivered,3800,34,55,18.0
5566,143,13,2022-10-06,21:52,delivered,5664,23,57,40.0
5567,383,11,2022-10-06,13:55,delivered,4264,21,59,21.0
5568,55,3,2022-10-06,19:34,delivered,5200,28,49,
5569,424,12,2022-10-06,15:55,delivered,3270,16,34,45.0
5570,347,5,2022-10-06,20:12,delivered,2743,35,33,24.0
5571,160,6,2022-10-06,16:56,delivered,4479,25,34,
5572,479,12,2022-10-06,19:35,delivered,5309,25,35,7.0
5573,130,11,2022-10-06,20:08,delivered,3721,35,41,26.0
5574,475,12,2022-10-06,12:28,delivered,2399,33,34,48.0
5575,107,19,2022-10-06,20:17,delivered,3850,23,57,49.0
5576,410,6,2022-10-06,12:22,delivered,4571,23,59,13.0
5577,65,18,2022-10-06,17:30,delivered,2010,31,44,41.0
5578,95,14,2022-10-06,12:58,delivered,2598,38,57,27.0
5579,98,15,2022-10-06,12:56,delivered,4974,30,59,5.0
5580,445,7,2022-10-06,10:50,delivered,4936,21,56,45.0
5581,413,13,2022-10-07,11:05,delivered,3288,29,42,44.0
5582,314,2,2022-10-07,12:54,delivered,4995,37,45,20.0
5583,350,8,2022-10-07,17:20,delivered,4342,25,50,
5584,105,16,2022-10-07,14:54,delivered,3439,28,37,13.0
5585,280,19,2022-10-07,10:21,delivered,5149,27,56,1.0
5586,195,1,2022-10-07,12:46,delivered,3044,22,56,8.0
5587,44,9,2022-10-07,13:23,delivered,5466,19,42,41.0
5588,395,11,2022-10-07,15:00,delivered,4485,35,47,21.0
5589,137,7,2022-10-07,15:30,delivered,4650,37,58,
5590,224,5,2022-10-07,10:14,delivered,5512,19,39,
5591,357,17,2022-10-07,11:03,delivered,5255,35,35,20.0
5592,453,4,2022-10-07,18:21,delivered,3150,28,37,34.0
5593,128,3,2022-10-07,19:49,delivered,5958,26,37,4.0
5594,52,9,2022-10-07,11:00,delivered,3262,37,49,15.0
5595,104,3,2022-10-07,11:03,delivered,2337,26,57,47.0
5596,277,10,2022-10-07,14:39,delivered,4392,32,47,
5597,371,6,2022-10-07,14:39,delivered,2871,32,46,
5598,14,14,2022-10-07,13:45,delivered,4448,16,38,30.0
5599,406,12,2022-10-07,16:56,delivered,3999,36,56,46.0
5600,103,2,2022-10-07,16:07,delivered,4795,15,47,38.0
5601,168,9,2022-10-08,14:44,delivered,2557,18,38,
5602,414,20,2022-10-08,13:35,delivered,2255,16,38,17.0
5603,429,4,2022-10-08,11:23,delivered,5311,37,57,
5604,170,2,2022-10-08,11:49,delivered,4176,27,56,
5605,278,17,2022-10-08,20:48,delivered,2341,25,35,
5606,259,14,2022-10-08,18:05,delivered,4896,17,49,6.0
5607,434,5,2022-10-08,12:22,delivered,3991,21,48,49.0
5608,474,10,2022-10-08,12:22,delivered,4142,15,39,50.0
5609,96,1,2022-10-08,18:28,delivered,2206,32,57,2.0
5610,199,14,2022-10-08,11:51,delivered,4130,19,51,18.0
5611,237,5,2022-10-08,17:53,delivered,4227,29,47,41.0
5612,83,20,2022-10-08,20:08,delivered,5572,36,53,26.0
5613,331,2,2022-10-08,18:39,delivered,5958,39,45,28.0
5614,459,11,2022-10-08,18:10,delivered,3764,23,34,21.0
5615,202,8,2022-10-08,12:15,delivered,5052,38,55,1.0
5616,489,4,2022-10-08,16:11,delivered,4711,21,47,37.0
5617,431,7,2022-10-08,13:25,delivered,5120,19,51,43.0
5618,298,6,2022-10-08,14:33,delivered,2121,19,37,
5619,28,3,2022-10-08,11:34,delivered,2435,32,39,
5620,412,5,2022-10-08,16:42,delivered,2982,17,51,47.0
5621,375,2,2022-10-09,21:47,delivered,3913,30,36,41.0
5622,451,20,2022-10-09,13:32,delivered,3237,22,48,16.0
5623,53,5,2022-10-09,13:11,delivered,2979,34,53,47.0
5624,415,15,2022-10-09,15:36,delivered,3371,25,59,4.0
5625,75,9,2022-10-09,17:09,delivered,3061,25,43,
5626,426,20,2022-10-09,15:03,delivered,5223,37,34,41.0
5627,10,11,2022-10-09,16:31,delivered,2017,39,50,
5628,382,15,2022-10-09,12:17,delivered,2878,32,53,7.0
5629,129,1,2022-10-09,16:09,delivered,2875,22,32,
5630,401,14,2022-10-09,10:24,delivered,5732,37,52,32.0
5631,433,20,2022-10-09,19:25,delivered,3439,22,49,6.0
5632,172,17,2022-10-09,11:39,delivered,2318,32,45,45.0
5633,460,15,2022-10-09,19:56,delivered,5714,17,42,11.0
5634,201,11,2022-10-09,17:03,delivered,4485,38,32,38.0
5635,93,5,2022-10-09,16:39,delivered,4694,22,44,20.0
5636,33,5,2022-10-09,20:35,delivered,5937,31,33,32.0
5637,108,2,2022-10-09,18:37,delivered,4780,20,54,
5638,99,15,2022-10-09,16:12,delivered,2361,18,51,18.0
5639,21,10,2022-10-09,12:16,delivered,2832,27,38,16.0
5640,314,10,2022-10-09,13:40,delivered,3639,34,44,36.0
5641,170,20,2022-10-10,10:04,delivered,5999,28,52,6.0
5642,75,4,2022-10-10,16:22,delivered,2880,39,46,
5643,150,1,2022-10-10,21:17,delivered,5078,36,50,34.0
5644,454,14,2022-10-10,16:57,delivered,3579,28,35,
5645,425,9,2022-10-10,11:17,delivered,5844,37,41,14.0
5646,252,13,2022-10-10,12:46,delivered,2846,17,43,12.0
5647,447,19,2022-10-10,17:22,delivered,5852,37,44,19.0
5648,170,2,2022-10-10,20:24,delivered,2668,36,59,31.0
5649,169,6,2022-10-10,19:21,delivered,3495,22,38,19.0
5650,263,20,2022-10-10,10:35,delivered,3159,27,35,47.0
5651,302,18,2022-10-10,16:16,delivered,3841,28,53,
5652,394,13,2022-10-10,13:15,delivered,3282,32,40,24.0
5653,35,19,2022-10-10,19:34,delivered,5659,22,49,6.0
5654,57,5,2022-10-10,10:09,delivered,3748,31,54,
5655,234,8,2022-10-10,16:33,delivered,3249,18,42,41.0
5656,473,14,2022-10-10,17:42,delivered,3886,35,59,41.0
5657,423,19,2022-10-10,13:33,delivered,5807,39,59,
5658,220,19,2022-10-10,14:17,delivered,2628,21,50,22.0
5659,395,9,2022-10-10,12:55,delivered,3636,37,39,11.0
5660,84,5,2022-10-10,19:50,delivered,4597,17,30,33.0
5661,13,17,2022-10-11,12:22,delivered,2258,35,56,21.0
5662,173,2,2022-10-11,12:19,delivered,3519,35,52,
5663,329,16,2022-10-11,13:24,delivered,5635,32,54,44.0
5664,52,12,2022-10-11,17:39,delivered,5643,38,36,1.0
5665,340,5,2022-10-11,13:20,delivered,2001,35,43,9.0
5666,265,7,2022-10-11,16:29,delivered,2209,26,53,42.0
5667,138,13,2022-10-11,18:47,delivered,4685,35,40,
5668,128,5,2022-10-11,15:09,delivered,4239,25,46,22.0
5669,238,4,2022-10-11,14:18,delivered,4548,34,36,2.0
5670,294,2,2022-10-11,12:59,delivered,2046,24,39,30.0
5671,25,2,2022-10-11,16:14,delivered,3602,19,36,49.0
5672,178,19,2022-10-11,17:54,delivered,5236,19,33,40.0
5673,486,13,2022-10-11,18:55,delivered,2075,24,59,17.0
5674,299,6,2022-10-11,12:37,delivered,2808,36,30,31.0
5675,414,15,2022-10-11,15:37,delivered,5167,37,37,
5676,330,11,2022-10-11,13:28,delivered,5628,22,58,43.0
5677,199,1,2022-10-11,21:24,delivered,3945,23,44,20.0
5678,130,14,2022-10-11,21:30,delivered,5225,37,37,23.0
5679,339,6,2022-10-11,14:04,delivered,4936,20,46,
5680,159,18,2022-10-11,18:14,delivered,3241,18,45,35.0
5681,361,5,2022-10-12,16:17,delivered,2177,34,34,11.0
5682,279,13,2022-10-12,10:24,delivered,4745,36,55,2.0
5683,218,6,2022-10-12,14:13,delivered,4955,19,46,27.0
5684,324,13,2022-10-12,13:49,delivered,2911,32,34,
5685,324,20,2022-10-12,10:51,delivered,5589,32,52,2.0
5686,123,7,2022-10-12,18:33,delivered,4535,28,49,
5687,472,18,2022-10-12,20:00,delivered,2342,23,51,
5688,112,4,2022-10-12,10:42,delivered,3782,16,31,41.0
5689,34,1,2022-10-12,16:05,delivered,3807,16,41,4.0
5690,116,12,2022-10-12,20:18,delivered,3819,17,43,
5691,305,17,2022-10-12,16:36,delivered,2370,39,33,43.0
5692,62,9,2022-10-12,14:53,delivered,5841,38,46,41.0
5693,435,1,2022-10-12,16:11,delivered,4258,34,45,15.0
5694,257,11,2022-10-12,20:08,delivered,5686,16,34,47.0
5695,496,16,2022-10-12,20:01,delivered,5986,17,46,29.0
5696,313,19,2022-10-12,15:03,delivered,4439,15,50,40.0
5697,455,1,2022-10-12,17:17,delivered,4947,34,33,
5698,475,18,2022-10-12,16:34,delivered,5736,35,37,46.0
5699,431,8,2022-10-12,14:16,delivered,2585,25,41,14.0
5700,183,16,2022-10-12,13:54,delivered,2836,24,57,
5701,306,20,2022-10-13,15:10,delivered,3716,31,38,46.0
5702,323,16,2022-10-13,13:35,delivered,3113,38,54,41.0
5703,212,17,2022-10-13,12:19,delivered,4127,38,31,47.0
5704,260,18,2022-10-13,13:52,delivered,2290,36,58,49.0
5705,436,5,2022-10-13,18:53,delivered,5414,38,50,18.0
5706,142,2,2022-10-13,19:24,delivered,5761,27,38,15.0
5707,53,16,2022-10-13,15:47,delivered,2643,38,57,31.0
5708,459,5,2022-10-13,11:02,delivered,5943,25,48,42.0
5709,211,3,2022-10-13,21:46,delivered,2345,37,59,21.0
5710,467,6,2022-10-13,21:18,delivered,5720,32,34,48.0
5711,87,14,2022-10-13,19:23,delivered,2820,19,32,29.0
5712,57,16,2022-10-13,17:55,delivered,2308,30,33,37.0
5713,158,8,2022-10-13,12:22,delivered,3180,23,31,25.0
5714,267,20,2022-10-13,10:00,delivered,2437,22,59,
5715,34,16,2022-10-13,20:03,delivered,3618,23,39,48.0
5716,11,8,2022-10-13,16:32,delivered,5207,39,32,
5717,410,17,2022-10-13,20:28,delivered,4346,21,55,24.0
5718,73,14,2022-10-13,14:49,delivered,4013,38,58,
5719,165,8,2022-10-13,15:27,delivered,2803,15,42,28.0
5720,371,12,2022-10-13,16:44,delivered,5163,21,53,6.0
5721,321,13,2022-10-14,12:52,delivered,5999,15,38,
5722,404,19,2022-10-14,11:27,delivered,5423,37,54,32.0
5723,443,3,2022-10-14,11:57,delivered,2565,24,34,27.0
5724,415,17,2022-10-14,12:44,delivered,3840,37,48,38.0
5725,379,20,2022-10-14,13:12,delivered,5159,25,40,18.0
5726,106,3,2022-10-14,14:05,delivered,5014,35,48,20.0
5727,453,9,2022-10-14,15:09,delivered,3709,25,49,23.0
5728,459,7,2022-10-14,20:44,delivered,2698,33,57,49.0
5729,34,14,2022-10-14,21:31,delivered,5983,21,35,
5730,482,9,2022-10-14,18:22,delivered,5313,35,58,1.0
5731,210,10,2022-10-14,17:20,delivered,4119,16,47,20.0
5732,11,11,2022-10-14,12:42,delivered,4313,22,47,
5733,275,1,2022-10-14,16:51,delivered,3794,35,37,47.0
5734,310,16,2022-10-14,10:27,delivered,3947,30,45,44.0
5735,307,1,2022-10-14,18:17,delivered,4685,20,38,
5736,451,11,2022-10-14,15:13,delivered,3471,32,41,38.0
5737,269,1,2022-10-14,15:13,delivered,2656,39,53,16.0
5738,329,6,2022-10-14,15:56,delivered,2861,19,42,13.0
5739,132,2,2022-10-14,11:16,delivered,3065,28,43,46.0
5740,374,11,2022-10-14,16:08,delivered,4989,37,58,17.0
5741,142,20,2022-10-15,17:51,delivered,2592,39,33,
5742,185,14,2022-10-15,19:13,delivered,4937,30,46,30.0
5743,271,19,2022-10-15,15:10,delivered,3131,25,57,21.0
5744,197,8,2022-10-15,19:05,delivered,4207,30,52,28.0
5745,454,13,2022-10-15,16:39,delivered,5819,16,41,32.0
5746,109,17,2022-10-15,21:00,delivered,5142,27,38,23.0
5747,209,16,2022-10-15,10:33,delivered,4906,39,50,14.0
5748,329,6,2022-10-15,19:37,delivered,4342,22,32,44.0
5749,216,15,2022-10-15,15:05,delivered,5338,17,32,31.0
5750,43,8,2022-10-15,16:41,delivered,3790,24,35,48.0
5751,259,14,2022-10-15,12:20,delivered,2891,35,52,
5752,361,12,2022-10-15,14:37,delivered,2108,27,42,9.0
5753,494,11,2022-10-15,21:47,delivered,5813,23,35,24.0
5754,62,20,2022-10-15,19:25,delivered,2011,32,46,
5755,74,11,2022-10-15,11:07,delivered,2883,25,32,9.0
5756,39,14,2022-10-15,16:32,delivered,2988,26,49,18.0
5757,2,3,2022-10-15,13:45,delivered,3846,32,32,33.0
5758,367,16,2022-10-15,17:23,delivered,2884,22,34,23.0
5759,153,7,2022-10-15,15:06,delivered,4934,33,59,28.0
5760,347,1,2022-10-15,16:31,delivered,5328,24,51,22.0
5761,64,4,2022-10-16,16:37,delivered,2069,35,42,
5762,329,7,2022-10-16,18:54,delivered,4533,33,52,11.0
5763,410,16,2022-10-16,18:22,delivered,3038,33,30,46.0
5764,144,3,2022-10-16,12:12,delivered,3197,21,39,
5765,334,17,2022-10-16,19:26,delivered,5137,19,55,34.0
5766,94,3,2022-10-16,19:13,delivered,2266,22,33,30.0
5767,496,3,2022-10-16,19:00,delivered,5080,30,38,23.0
5768,380,12,2022-10-16,10:15,delivered,3885,22,38,
5769,138,1,2022-10-16,15:40,delivered,5250,36,43,46.0
5770,459,11,2022-10-16,16:58,delivered,4713,26,48,16.0
5771,247,5,2022-10-16,10:10,delivered,4606,24,49,20.0
5772,111,13,2022-10-16,11:53,delivered,2908,26,58,
5773,292,12,2022-10-16,11:19,delivered,4895,28,52,25.0
5774,322,17,2022-10-16,13:42,delivered,2460,20,50,
5775,9,18,2022-10-16,20:31,delivered,3133,16,30,49.0
5776,66,4,2022-10-16,20:44,delivered,5685,21,40,20.0
5777,442,3,2022-10-16,13:59,delivered,3012,34,49,22.0
5778,243,13,2022-10-16,15:59,delivered,2303,18,30,35.0
5779,298,7,2022-10-16,18:12,delivered,2141,20,46,
5780,436,16,2022-10-16,14:52,delivered,2765,26,38,16.0
5781,408,11,2022-10-17,10:09,delivered,5562,29,34,16.0
5782,79,11,2022-10-17,18:01,delivered,5627,34,53,35.0
5783,120,16,2022-10-17,14:00,delivered,3199,20,45,30.0
5784,377,11,2022-10-17,10:51,delivered,2592,37,54,46.0
5785,424,6,2022-10-17,18:36,delivered,2516,32,43,34.0
5786,396,12,2022-10-17,15:05,delivered,3507,29,43,22.0
5787,273,3,2022-10-17,19:24,delivered,3469,35,54,15.0
5788,408,3,2022-10-17,19:32,delivered,4730,27,38,40.0
5789,469,7,2022-10-17,11:32,delivered,5231,34,58,12.0
5790,145,18,2022-10-17,10:18,delivered,5203,31,33,3.0
5791,194,10,2022-10-17,21:44,delivered,5082,35,51,
5792,29,20,2022-10-17,14:24,delivered,5617,26,57,40.0
5793,262,19,2022-10-17,21:24,delivered,3548,31,31,28.0
5794,24,8,2022-10-17,13:55,delivered,3146,27,32,12.0
5795,224,1,2022-10-17,12:00,delivered,3806,32,37,
5796,189,15,2022-10-17,20:53,delivered,3723,19,32,20.0
5797,103,8,2022-10-17,12:17,delivered,3040,30,39,21.0
5798,125,13,2022-10-17,13:34,delivered,2714,16,51,26.0
5799,324,17,2022-10-17,15:41,delivered,4442,19,56,18.0
5800,217,10,2022-10-17,18:15,delivered,3737,24,54,18.0
5801,120,14,2022-10-18,17:00,delivered,2911,31,50,36.0
5802,359,18,2022-10-18,11:52,delivered,3800,19,35,42.0
5803,133,15,2022-10-18,17:04,delivered,3604,34,53,40.0
5804,98,1,2022-10-18,15:20,delivered,3002,29,38,17.0
5805,327,19,2022-10-18,17:46,delivered,4821,34,30,
5806,140,13,2022-10-18,12:48,delivered,3356,16,39,26.0
5807,95,11,2022-10-18,14:03,delivered,2801,30,47,32.0
5808,103,8,2022-10-18,17:33,delivered,4958,19,54,
5809,393,20,2022-10-18,17:36,delivered,2146,27,39,19.0
5810,336,5,2022-10-18,10:18,delivered,2566,33,37,46.0
5811,247,10,2022-10-18,14:21,delivered,2294,30,53,17.0
5812,483,12,2022-10-18,21:51,delivered,2960,21,58,
5813,406,4,2022-10-18,20:17,delivered,3087,37,52,18.0
5814,341,3,2022-10-18,18:36,delivered,2689,39,36,48.0
5815,161,16,2022-10-18,16:02,delivered,3047,37,46,30.0
5816,311,1,2022-10-18,10:59,delivered,5823,16,45,45.0
5817,53,18,2022-10-18,14:04,delivered,5463,23,56,18.0
5818,142,13,2022-10-18,11:03,delivered,5185,36,53,32.0
5819,263,13,2022-10-18,11:40,delivered,2285,19,44,20.0
5820,159,19,2022-10-18,13:18,delivered,3855,36,57,1.0
5821,358,10,2022-10-19,20:22,delivered,3309,39,42,29.0
5822,58,1,2022-10-19,12:36,delivered,2313,20,45,
5823,6,13,2022-10-19,10:32,delivered,4136,28,34,38.0
5824,375,10,2022-10-19,15:08,delivered,3041,29,38,40.0
5825,318,6,2022-10-19,10:06,delivered,5039,37,31,4.0
5826,276,15,2022-10-19,17:52,delivered,5969,35,59,23.0
5827,298,17,2022-10-19,20:49,delivered,5183,24,41,
5828,21,13,2022-10-19,17:11,delivered,4768,30,58,8.0
5829,435,17,2022-10-19,17:39,delivered,4379,23,54,9.0
5830,320,10,2022-10-19,18:27,delivered,5804,18,35,30.0
5831,486,18,2022-10-19,13:43,delivered,5112,29,50,11.0
5832,134,11,2022-10-19,16:56,delivered,4797,30,38,23.0
5833,137,19,2022-10-19,21:42,delivered,5995,22,49,15.0
5834,99,3,2022-10-19,15:10,delivered,3277,34,48,35.0
5835,396,16,2022-10-19,21:02,delivered,2628,30,31,46.0
5836,5,13,2022-10-19,21:58,delivered,4880,34,49,42.0
5837,339,15,2022-10-19,11:47,delivered,2806,24,55,43.0
5838,17,7,2022-10-19,20:59,delivered,5376,19,45,25.0
5839,112,15,2022-10-19,13:43,delivered,3344,31,32,1.0
5840,216,20,2022-10-19,13:09,delivered,5082,32,59,15.0
5841,156,6,2022-10-20,17:38,delivered,4934,33,31,
5842,490,7,2022-10-20,13:16,delivered,4288,18,47,12.0
5843,293,1,2022-10-20,12:53,delivered,4137,37,50,
5844,488,4,2022-10-20,18:58,delivered,5194,36,30,11.0
5845,146,3,2022-10-20,11:57,delivered,2326,31,46,47.0
5846,308,8,2022-10-20,20:02,delivered,4136,21,47,25.0
5847,428,12,2022-10-20,12:18,delivered,2078,35,39,47.0
5848,378,5,2022-10-20,21:44,delivered,5871,39,50,
5849,155,10,2022-10-20,17:40,delivered,5141,38,51,41.0
5850,440,15,2022-10-20,20:33,delivered,2327,32,39,18.0
5851,27,3,2022-10-20,14:56,delivered,3318,32,32,
5852,50,1,2022-10-20,13:03,delivered,4544,37,38,21.0
5853,15,13,2022-10-20,18:06,delivered,3980,26,56,34.0
5854,23,15,2022-10-20,10:31,delivered,3064,30,43,44.0
5855,415,2,2022-10-20,19:24,delivered,5665,27,45,9.0
5856,429,3,2022-10-20,12:54,delivered,4270,24,58,34.0
5857,150,14,2022-10-20,18:17,delivered,5207,20,52,38.0
5858,143,20,2022-10-20,15:53,delivered,2843,24,43,15.0
5859,40,5,2022-10-20,20:09,delivered,2298,34,48,
5860,320,2,2022-10-20,19:48,delivered,2718,37,43,46.0
5861,27,3,2022-10-21,12:34,delivered,5321,17,55,
5862,334,3,2022-10-21,10:41,delivered,5596,23,35,50.0
5863,86,2,2022-10-21,19:24,delivered,2189,26,51,
5864,225,15,2022-10-21,16:25,delivered,3292,21,48,3.0
5865,278,20,2022-10-21,20:22,delivered,5503,28,31,
5866,367,20,2022-10-21,12:38,delivered,3064,18,52,30.0
5867,407,10,2022-10-21,12:20,delivered,5807,15,35,
5868,247,15,2022-10-21,18:42,delivered,5763,39,34,6.0
5869,229,2,2022-10-21,10:23,delivered,5083,26,35,13.0
5870,246,14,2022-10-21,16:08,delivered,2845,35,36,14.0
5871,281,13,2022-10-21,20:28,delivered,2337,33,46,17.0
5872,134,12,2022-10-21,15:02,delivered,2494,17,46,
5873,93,3,2022-10-21,14:58,delivered,3741,18,30,47.0
5874,352,18,2022-10-21,19:39,delivered,3917,27,38,28.0
5875,409,20,2022-10-21,16:10,delivered,3476,32,49,2.0
5876,378,10,2022-10-21,11:34,delivered,3817,37,56,8.0
5877,80,10,2022-10-21,20:18,delivered,2719,26,34,
5878,406,1,2022-10-21,17:04,delivered,4964,28,40,2.0
5879,133,8,2022-10-21,14:46,delivered,4872,19,36,18.0
5880,339,2,2022-10-21,14:25,delivered,3948,19,42,
5881,176,2,2022-10-22,14:46,delivered,5552,33,35,32.0
5882,399,3,2022-10-22,17:46,delivered,2576,20,48,35.0
5883,336,13,2022-10-22,10:02,delivered,2894,38,46,22.0
5884,437,3,2022-10-22,20:26,delivered,4133,20,49,6.0
5885,430,11,2022-10-22,17:05,delivered,5441,34,38,38.0
5886,169,11,2022-10-22,11:30,delivered,4149,37,51,47.0
5887,351,13,2022-10-22,18:36,delivered,5496,39,43,46.0
5888,487,2,2022-10-22,17:11,delivered,4948,38,40,29.0
5889,327,5,2022-10-22,13:09,delivered,5612,30,43,34.0
5890,469,6,2022-10-22,18:32,delivered,5164,30,35,
5891,390,2,2022-10-22,17:54,delivered,3653,18,42,17.0
5892,199,1,2022-10-22,11:39,delivered,4890,19,52,9.0
5893,245,20,2022-10-22,12:04,delivered,5932,21,41,18.0
5894,301,11,2022-10-22,14:12,delivered,2604,37,46,2.0
5895,488,11,2022-10-22,17:09,delivered,5800,25,42,32.0
5896,39,8,2022-10-22,15:25,delivered,5615,28,30,28.0
5897,244,7,2022-10-22,12:01,delivered,4325,32,57,
5898,259,14,2022-10-22,11:44,delivered,5591,18,55,22.0
5899,238,20,2022-10-22,16:55,delivered,5659,23,41,15.0
5900,446,20,2022-10-22,11:25,delivered,5439,35,37,42.0
5901,191,20,2022-10-23,15:23,delivered,3065,20,47,23.0
5902,436,13,2022-10-23,12:16,delivered,5393,32,51,38.0
5903,167,14,2022-10-23,15:14,delivered,5527,23,55,
5904,171,3,2022-10-23,13:13,delivered,2218,22,50,
5905,183,14,2022-10-23,13:07,delivered,3968,22,47,35.0
5906,322,17,2022-10-23,15:13,delivered,2584,34,41,37.0
5907,396,10,2022-10-23,15:36,delivered,4481,21,59,38.0
5908,193,6,2022-10-23,14:52,delivered,4087,23,42,31.0
5909,157,8,2022-10-23,11:17,delivered,5739,29,39,39.0
5910,102,14,2022-10-23,18:24,delivered,4847,36,53,
5911,159,18,2022-10-23,17:34,delivered,2285,15,53,32.0
5912,219,1,2022-10-23,10:03,delivered,5836,26,43,33.0
5913,446,4,2022-10-23,19:42,delivered,2101,24,58,15.0
5914,323,15,2022-10-23,19:21,delivered,4620,37,41,
5915,49,14,2022-10-23,15:41,delivered,2912,37,45,11.0
5916,10,14,2022-10-23,13:48,delivered,5848,29,39,
5917,68,20,2022-10-23,17:17,delivered,3162,19,31,39.0
5918,278,20,2022-10-23,14:01,delivered,5716,17,37,26.0
5919,147,7,2022-10-23,12:03,delivered,3622,28,41,32.0
5920,306,7,2022-10-23,14:32,delivered,3963,38,55,19.0
5921,26,13,2022-10-24,15:44,delivered,4590,29,35,23.0
5922,432,8,2022-10-24,21:51,delivered,2563,26,58,
5923,410,3,2022-10-24,10:37,delivered,3367,33,59,17.0
5924,292,12,2022-10-24,20:21,delivered,4689,21,41,30.0
5925,350,12,2022-10-24,10:53,delivered,2986,23,53,16.0
5926,189,10,2022-10-24,20:09,delivered,3048,32,34,7.0
5927,223,18,2022-10-24,20:09,delivered,3941,23,54,7.0
5928,387,14,2022-10-24,14:15,delivered,4934,17,43,47.0
5929,317,2,2022-10-24,16:17,delivered,3478,31,31,40.0
5930,42,7,2022-10-24,13:42,delivered,3231,31,35,
5931,287,19,2022-10-24,13:21,delivered,2596,32,49,6.0
5932,162,19,2022-10-24,20:37,delivered,5371,15,44,32.0
5933,56,11,2022-10-24,12:53,delivered,3246,18,52,27.0
5934,486,8,2022-10-24,21:21,delivered,2904,24,50,19.0
5935,138,4,2022-10-24,11:43,delivered,5768,25,59,10.0
5936,363,4,2022-10-24,21:59,delivered,3584,38,48,48.0
5937,68,6,2022-10-24,16:07,delivered,3369,16,57,13.0
5938,125,19,2022-10-24,10:47,delivered,5569,22,39,9.0
5939,427,17,2022-10-24,20:24,delivered,5166,21,51,10.0
5940,443,3,2022-10-24,16:37,delivered,4786,22,55,
5941,120,19,2022-10-25,20:44,delivered,5033,25,34,1.0
5942,26,11,2022-10-25,11:40,delivered,5201,35,57,
5943,73,9,2022-10-25,16:41,delivered,2900,23,41,26.0
5944,113,10,2022-10-25,13:09,delivered,5895,36,39,50.0
5945,169,6,2022-10-25,15:22,delivered,4255,25,34,50.0
5946,355,16,2022-10-25,14:19,delivered,3316,23,48,47.0
5947,100,13,2022-10-25,13:16,delivered,4137,34,34,
